review_id,user_id,business_id,date,service_name,state,rec_score,q_responses,business_name,bus_lat,bus_log,stars,user_review,categories,user_name,review_count,average_stars,gender,age,user_log,user_lat,nearest_businesses,shortest_distance,distances,composite_score
8,153,157,2015-02-16 07:02:17,Specialty store,1,10,1,Meat shop market,-2.1967858,30.5889017,0.0,0.0,"Grocery, Herbs & Spices, Specialty Food, Food",Eunni,234,3.65,2,35,29.54247888598056,-2.4138949758666466,"['Mimoza Bar', 'Piano Bar', 'Water Access Rwanda', 'Range group', 'Range group']",0.8223692812189625,"[0.8223692812189625, 0.8442719984278699, 0.8633828907965301, 0.871353176578976, 0.871353176578976]",4.308303718344928
146,39,85,2011-04-23 14:00:35,Sports bar,2,5,1,CRYSTAL LOUNGE  Rooftop Restaurant  Bar,-1.952312,30.09228019999999,4.4,21.0,"Nightlife, Restaurants, American (New), Bars, Pubs",Taylor,51,3.75,1,30,30.48631256886809,-2.040598571154004,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'Nyandungu RestaurantBourbon Coffee', 'Ubumuntu Store']",0.4906539214058911,"[0.4906539214058911, 0.4906539214058911, 0.4906539214058911, 0.6123783599232271, 0.6848230737582032]",5.625267445389013
152,261,85,2017-11-06 17:27:49,Bar food,2,5,1,CRYSTAL LOUNGE  Rooftop Restaurant  Bar,-1.952312,30.09228019999999,4.4,21.0,"Nightlife, Restaurants, American (New), Bars, Pubs",Myles,330,3.89,1,28,30.254195484245653,-2.268649674878546,"['Posada Lounge', 'Mojo Palace', 'Mojo Palace', 'Mojo Palace', 'Mojo Palace']",0.39353420033037545,"[0.39353420033037545, 0.43818532697623663, 0.43818532697623663, 0.43818532697623663, 0.43818532697623663]",5.649932644131776
207,60,85,2014-04-20 02:08:18,Restaurant service,2,7,1,CRYSTAL LOUNGE  Rooftop Restaurant  Bar,-1.952312,30.09228019999999,4.4,21.0,"Nightlife, Restaurants, American (New), Bars, Pubs",Mark,532,3.75,1,30,29.14731403006969,-2.3480130630757245,"['Furniture House Ltd', 'Piano Bar', 'Range group', 'Range group', 'Range group']",1.2936878671546523,"[1.2936878671546523, 1.3056470677217313, 1.340159096238216, 1.340159096238216, 1.340159096238216]",5.732764511566538
287,395,85,2011-07-28 13:39:34,Trivia night,2,8,1,CRYSTAL LOUNGE  Rooftop Restaurant  Bar,-1.952312,30.09228019999999,4.4,21.0,"Nightlife, Restaurants, American (New), Bars, Pubs",Christine,844,3.87,0,30,30.524236513966557,-1.3228654773333874,"['MU Salon', 'ECO WASH  STEAM', 'Princes and Princesses of Heaven', 'Papyrus Restaurant Gishushu', 'Papyrus Restaurant Gishushu']",1.6969060843190638,"[1.6969060843190638, 1.767813934442326, 1.78638818893844, 1.7926158136119172, 1.7926158136119172]",6.117237764668536
287,395,85,2011-07-28 13:39:34,Trivia night,2,8,1,CRYSTAL LOUNGE  Rooftop Restaurant  Bar,-1.952312,30.09228019999999,4.4,21.0,"Nightlife, Restaurants, American (New), Bars, Pubs",Christine,844,3.87,0,30,30.524236513966557,-1.3228654773333874,"['MU Salon', 'ECO WASH  STEAM', 'Princes and Princesses of Heaven', 'Papyrus Restaurant Gishushu', 'Papyrus Restaurant Gishushu']",1.6969060843190638,"[1.6969060843190638, 1.767813934442326, 1.78638818893844, 1.7926158136119172, 1.7926158136119172]",6.117237764668536
1,395,60,2012-11-06 14:55:14,Fast Casual,2,6,1,Nshuti Coffee Shop  Fast Food,-1.9496889,30.0584052,3.7,3.0,Food,Christine,844,3.87,0,30,30.524236513966557,-1.3228654773333874,"['MU Salon', 'ECO WASH  STEAM', 'Princes and Princesses of Heaven', 'Papyrus Restaurant Gishushu', 'Papyrus Restaurant Gishushu']",1.6969060843190638,"[1.6969060843190638, 1.767813934442326, 1.78638818893844, 1.7926158136119172, 1.7926158136119172]",5.1652355717520155
1,395,60,2012-11-06 14:55:14,Fast Casual,2,6,1,Nshuti Coffee Shop  Fast Food,-1.9496889,30.0584052,3.7,3.0,Food,Christine,844,3.87,0,30,30.524236513966557,-1.3228654773333874,"['MU Salon', 'ECO WASH  STEAM', 'Princes and Princesses of Heaven', 'Papyrus Restaurant Gishushu', 'Papyrus Restaurant Gishushu']",1.6969060843190638,"[1.6969060843190638, 1.767813934442326, 1.78638818893844, 1.7926158136119172, 1.7926158136119172]",5.1652355717520155
271,46,85,2010-10-07 21:48:43,Restaurant service,1,9,1,CRYSTAL LOUNGE  Rooftop Restaurant  Bar,-1.952312,30.09228019999999,4.4,21.0,"Nightlife, Restaurants, American (New), Bars, Pubs",A,19,4.11,2,25,29.564557769028774,-2.5325708634379183,"['Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Mimoza Bar']",0.9898422704245693,"[0.9898422704245693, 0.9898422704245693, 0.9898422704245693, 0.9898422704245693, 1.0691157693691384]",5.677311510032506
190,202,85,2012-09-11 00:05:59,Restaurant service,2,7,1,CRYSTAL LOUNGE  Rooftop Restaurant  Bar,-1.952312,30.09228019999999,4.4,21.0,"Nightlife, Restaurants, American (New), Bars, Pubs",Brian,101,3.76,1,30,30.124143493128276,-1.718675702008963,"['ECO WASH  STEAM', 'MU Salon', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro']",0.500509297773746,"[0.500509297773746, 0.5108799170063693, 0.5252203147065347, 0.5252203147065347, 0.5252203147065347]",6.290687956733553
295,293,85,2012-03-30 16:46:18,Restaurant dining,2,7,1,CRYSTAL LOUNGE  Rooftop Restaurant  Bar,-1.952312,30.09228019999999,4.4,21.0,"Nightlife, Restaurants, American (New), Bars, Pubs",Jennifer,253,4.11,0,30,30.454233211662405,-1.111092433955608,"['Kaizen', 'ECO WASH  STEAM', 'MU Salon', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro']",2.063153948343231,"[2.063153948343231, 2.118974658220165, 2.1465536341202514, 2.191099666905401, 2.191099666905401]",5.676522938433219
377,380,85,2014-08-10 23:51:24,Restaurant service,2,6,1,CRYSTAL LOUNGE  Rooftop Restaurant  Bar,-1.952312,30.09228019999999,4.4,21.0,"Nightlife, Restaurants, American (New), Bars, Pubs",Christie,249,3.82,0,30,29.22173485334586,-2.60200963257686,"['Mimoza Bar', 'Piano Bar', 'Range group', 'Range group', 'Range group']",1.5957329702121033,"[1.5957329702121033, 1.5982893572143035, 1.6293255056607523, 1.6293255056607523, 1.6293255056607523]",5.194540337593978
133,366,107,2008-12-03 04:24:16,Restaurant dining,2,5,1,Sizzling Plates Restaurant,-1.9266933,30.1005472,4.5,98.0,"Chinese, Restaurants",Susanne,286,3.89,0,32,30.209386563934984,-1.58440536655862,"['ECO WASH  STEAM', 'MU Salon', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro']",0.8547007246374626,"[0.8547007246374626, 0.8619872175202021, 0.9024304012495544, 0.9024304012495544, 0.9024304012495544]",5.521295332922489
32,238,52,2018-03-23 14:35:33,Bakery goods,1,10,1,House of Tayo,-1.9286808,30.092889,4.4,88.0,"Food, Restaurants, Bakeries",Amanda,392,3.68,0,35,30.77363417759523,-2.230703185540341,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'Mojo Palace', 'Mojo Palace']",1.2000605486146412,"[1.2000605486146412, 1.2000605486146412, 1.2000605486146412, 1.272783349907113, 1.272783349907113]",5.924217205648383
226,373,52,2013-11-14 14:04:12,Dessert trays,1,9,1,House of Tayo,-1.9286808,30.092889,4.4,88.0,"Food, Restaurants, Bakeries",Michele,165,3.62,0,35,30.69675814400292,-2.30305978542951,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'Posada Lounge', 'Mojo Palace']",1.1775949782899813,"[1.1775949782899813, 1.1775949782899813, 1.1775949782899813, 1.184111905381741, 1.1853096310506104]",5.567577688280154
328,282,52,2006-05-12 01:53:54,Italian bakery,1,10,1,House of Tayo,-1.9286808,30.092889,4.4,88.0,"Food, Restaurants, Bakeries",Cherie,2113,3.81,0,35,29.71686200859504,-2.4953912496366746,"['Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Mimoza Bar']",0.677534752169054,"[0.677534752169054, 0.677534752169054, 0.677534752169054, 0.677534752169054, 0.8993063334290267]",6.090812891054865
71,124,52,2017-11-06 18:35:33,Bakery/pa,2,8,1,House of Tayo,-1.9286808,30.092889,4.4,88.0,"Food, Restaurants, Bakeries",Alex,141,3.96,1,35,29.737477727298582,-2.70975584485648,"['Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Mimoza Bar']",1.0363543920226579,"[1.0363543920226579, 1.0363543920226579, 1.0363543920226579, 1.0363543920226579, 1.439216971947343]",6.290379026010281
130,59,52,2013-12-07 18:31:46,Pastry shop,1,9,1,House of Tayo,-1.9286808,30.092889,4.4,88.0,"Food, Restaurants, Bakeries",Sarah,41,3.84,0,30,30.71000577884286,-1.5787355331279254,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'MU Salon', 'Papyrus Restaurant Gishushu']",1.4246395445516804,"[1.4246395445516804, 1.4246395445516804, 1.4246395445516804, 1.4251921524998696, 1.4849368160807626]",5.562749932222323
67,330,52,2014-08-10 21:42:26,Dessert shop,1,10,1,House of Tayo,-1.9286808,30.092889,4.4,88.0,"Food, Restaurants, Bakeries",Tiffany,644,4.0,0,35,30.35646082602325,-2.194783617881982,"['Posada Lounge', 'Mojo Palace', 'Mojo Palace', 'Mojo Palace', 'Mojo Palace']",0.4549107826888387,"[0.4549107826888387, 0.45538968408859215, 0.45538968408859215, 0.45538968408859215, 0.45538968408859215]",6.3303582617913
117,289,149,2015-01-03 23:16:09,Airport restaurant,2,7,1,Karibu Restaurant,-1.9598036,30.1202273,5.0,6.0,"Restaurants, Sandwiches, Wraps, Salad",Bruce,16567,3.67,1,45,29.85852143198823,-2.670478146869492,"['Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Naman Restaurant']",0.8381514831744215,"[0.8381514831744215, 0.8381514831744215, 0.8381514831744215, 0.8381514831744215, 1.297681486579148]",6.480048911683081
354,85,149,2013-05-28 20:38:29,Sandwich shop,2,7,1,Karibu Restaurant,-1.9598036,30.1202273,5.0,6.0,"Restaurants, Sandwiches, Wraps, Salad",Laura,50,3.74,0,35,30.60389852066535,-2.1825974873676426,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'Mojo Palace', 'Mojo Palace']",0.8469618061458642,"[0.8469618061458642, 0.8469618061458642, 0.8469618061458642, 0.9172305638290602, 0.9172305638290602]",6.3284842525196305
278,270,92,2017-07-08 21:23:54,Food quality,2,8,1,Khana Khazana Nyarutarama,-1.9495325,30.1031314,4.4,807.0,"Restaurants, Cajun/Creole",Gary,1289,3.27,1,30,29.40533222796924,-2.3899432633821305,"['Piano Bar', 'Mimoza Bar', 'Range group', 'Range group', 'Range group']",0.9523287453691885,"[0.9523287453691885, 0.9583549879498147, 0.9843167243164191, 0.9843167243164191, 0.9843167243164191]",6.19159941676941
26,13,92,2011-10-27 15:28:04,Counter service,2,8,1,Khana Khazana Nyarutarama,-1.9495325,30.1031314,4.4,807.0,"Restaurants, Cajun/Creole",Ramen,97,3.52,2,35,30.415934933389597,-1.6592625212845291,"['MU Salon', 'Papyrus Restaurant Gishushu', 'Papyrus Restaurant Gishushu', 'Princes and Princesses of Heaven', 'Africa Improved Foods']",0.8581749885500767,"[0.8581749885500767, 0.939464705376049, 0.939464705376049, 0.9406064088861903, 0.9416076967248144]",6.551134537872254
163,154,92,2010-08-22 12:56:47,Cajun cuisine,2,7,1,Khana Khazana Nyarutarama,-1.9495325,30.1031314,4.4,807.0,"Restaurants, Cajun/Creole",David,16,4.59,1,42,29.1207789580007,-2.5556278990051213,"['Piano Bar', 'Mimoza Bar', 'Range group', 'Range group', 'Range group']",1.6514977384303662,"[1.6514977384303662, 1.6626829091481297, 1.6843274558962829, 1.6843274558962829, 1.6843274558962829]",5.844220948607615
304,350,92,2012-07-16 20:41:35,Restaurant service,2,7,1,Khana Khazana Nyarutarama,-1.9495325,30.1031314,4.4,807.0,"Restaurants, Cajun/Creole",Linh,540,3.66,2,32,29.71815031754417,-1.413688813608299,"['ECO WASH  STEAM', 'Thella Cafe', 'Thella Cafe', 'Thella Cafe', 'Thella Cafe']",1.1338126457444406,"[1.1338126457444406, 1.2003448366821166, 1.2003448366821166, 1.2003448366821166, 1.2003448366821166]",6.065932217420722
95,302,92,2010-07-08 17:44:06,Slow-moving service,2,7,1,Khana Khazana Nyarutarama,-1.9495325,30.1031314,4.4,807.0,"Restaurants, Cajun/Creole",Mindy,69,3.83,0,30,28.95477241056503,-2.378651474401078,"['Furniture House Ltd', 'Piano Bar', 'Range group', 'Range group', 'Range group']",1.581149342895301,"[1.581149342895301, 1.6858556482048395, 1.7203980222952697, 1.7203980222952697, 1.7203980222952697]",5.58270760680393
212,273,92,2013-10-03 15:36:25,Restaurant service,3,3,1,Khana Khazana Nyarutarama,-1.9495325,30.1031314,4.4,807.0,"Restaurants, Cajun/Creole",Sumaia,217,3.42,2,35,29.541467531829184,-1.7587662519690015,"['Furniture House Ltd', 'Salon la beaute', 'Pet Veterinary And Pet Shop Kigali Rwanda', 'Chic Cafe Resto', 'Glamour Shop']",0.40249970719038297,"[0.40249970719038297, 0.5862645576465081, 0.5916685813583684, 0.5916685813583684, 0.6376400360563192]",5.980083030020926
269,61,139,2007-05-22 00:30:10,Bar and Grill,1,9,1,Piano Bar,-1.9751445,30.0442996,4.3,14.0,"Food, Restaurants, Breweries, Bars, Nightlife",Chrissy,534,3.56,0,30,29.649943582999324,-2.653955730458716,"['Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Mimoza Bar']",1.0323576403384251,"[1.0323576403384251, 1.0323576403384251, 1.0323576403384251, 1.0323576403384251, 1.317951061599856]",5.394037111192696
12,333,154,2016-06-23 01:10:45,Happy Hour,2,6,1,Riders Lounge Kigali,-1.9528772,30.0927223,4.2,1099.0,"Bars, Nightlife, Lounges, Cocktail Bars",Kristin,655,3.69,0,35,29.891059277105995,-1.8512265266994656,"['ECO WASH  STEAM', 'Thella Cafe', 'Thella Cafe', 'Thella Cafe', 'Thella Cafe']",0.07313344454983728,"[0.07313344454983728, 0.07647276854309869, 0.07647276854309869, 0.07647276854309869, 0.07647276854309869]",6.07356679662362
314,1,154,2014-03-14 13:33:55,Bar and Lounge,2,8,1,Riders Lounge Kigali,-1.9528772,30.0927223,4.2,1099.0,"Bars, Nightlife, Lounges, Cocktail Bars",Kate,68,4.03,0,30,29.257180520289605,-1.7730632426436246,"['Furniture House Ltd', 'Glamour Shop', 'Glamour Shop', 'La Terrasse Bar', 'La Terrasse Bar']",0.5540557694810992,"[0.5540557694810992, 1.05761423956602, 1.05761423956602, 1.059713943830983, 1.059713943830983]",6.503080204033647
76,267,154,2014-01-17 02:52:25,Cocktail bar,2,8,1,Riders Lounge Kigali,-1.9528772,30.0927223,4.2,1099.0,"Bars, Nightlife, Lounges, Cocktail Bars",Abigail,595,3.97,0,30,29.57275140099092,-2.1009751117344813,"['Piano Bar', 'Kokobe', 'Kokobe', 'Kokobe', 'Kokobe']",0.32343000560215046,"[0.32343000560215046, 0.34706228098773256, 0.34706228098773256, 0.34706228098773256, 0.34706228098773256]",6.600529570299872
308,195,154,2014-08-11 01:13:08,Cocktail bar,2,8,1,Riders Lounge Kigali,-1.9528772,30.0927223,4.2,1099.0,"Bars, Nightlife, Lounges, Cocktail Bars",Carter,197,3.62,1,30,30.07749566976633,-1.403235155139255,"['ECO WASH  STEAM', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro']",1.1338512751863838,"[1.1338512751863838, 1.2411035817149536, 1.2411035817149536, 1.2411035817149536, 1.2411035817149536]",6.298905747338683
18,146,154,2018-07-08 05:49:27,Bartending service,1,9,1,Riders Lounge Kigali,-1.9528772,30.0927223,4.2,1099.0,"Bars, Nightlife, Lounges, Cocktail Bars",Fraser,4,3.25,1,35,30.65848187577862,-1.6983679078590317,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'MU Salon', 'Papyrus Restaurant Gishushu']",1.1334501596268312,"[1.1334501596268312, 1.1334501596268312, 1.1334501596268312, 1.1729463807821972, 1.2180716542981849]",5.5879696562284495
82,344,154,2013-04-10 18:23:00,Bar experience,2,7,1,Riders Lounge Kigali,-1.9528772,30.0927223,4.2,1099.0,"Bars, Nightlife, Lounges, Cocktail Bars",Alice,711,3.51,0,30,30.804661078220565,-1.7661793729426445,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'MU Salon', 'Nyandungu RestaurantBourbon Coffee']",1.268879779271503,"[1.268879779271503, 1.268879779271503, 1.268879779271503, 1.3766735086813695, 1.390220517305138]",5.861178802842464
209,173,154,2014-02-06 14:40:59,Bar experience,1,9,1,Riders Lounge Kigali,-1.9528772,30.0927223,4.2,1099.0,"Bars, Nightlife, Lounges, Cocktail Bars",William,42,4.58,1,35,29.311723349056454,-2.153011953123703,"['Furniture House Ltd', 'Piano Bar', 'Range group', 'Range group', 'Range group']",0.7015984675933593,"[0.7015984675933593, 0.8446549056901171, 0.8775877418710586, 0.8775877418710586, 0.8775877418710586]",5.937798199083523
180,12,0,2012-09-10 17:07:50,Restaurant service,3,1,-1,Greek Taverna,-1.9502357,30.0781367,4.3,229.0,"Restaurants, Greek, Mediterranean",Dennis,71,3.08,1,35,29.77132616692777,-2.21263848263102,"['Mimoza Bar', 'Water Access Rwanda', 'Piano Bar', 'Range group', 'Range group']",0.17432194788561567,"[0.17432194788561567, 0.2207434046374161, 0.2530921285851384, 0.2595988042542812, 0.2595988042542812]",4.679860870540523
292,144,0,2010-08-20 20:25:07,Restaurant dining,2,7,1,Greek Taverna,-1.9502357,30.0781367,4.3,229.0,"Restaurants, Greek, Mediterranean",Kevin,58,3.97,1,35,30.27594976012546,-1.5532213121882874,"['MU Salon', 'ECO WASH  STEAM', 'Sizzling Plates Restaurant', 'Sizzling Plates Restaurant', 'Sizzling Plates Restaurant']",0.9684680306102863,"[0.9684680306102863, 1.0036573493029313, 1.0420081906250762, 1.0420081906250762, 1.0420081906250762]",6.1462656079939615
347,321,0,2015-08-30 20:34:39,Greek cuisine,1,9,1,Greek Taverna,-1.9502357,30.0781367,4.3,229.0,"Restaurants, Greek, Mediterranean",Mike,201,4.32,1,45,29.955383585056246,-2.100488625134324,"['Akagera Motors', 'Akagera Motors', 'Kicukiro Motors', 'SALAM CARGO AND SERVICES', 'Garden Fresh Rwanda']",0.046984611776376584,"[0.046984611776376584, 0.046984611776376584, 0.06812350268238375, 0.0725548255264067, 0.08600392113796329]",6.302228957889459
11,94,0,2016-03-07 04:21:54,Customer service,1,9,1,Greek Taverna,-1.9502357,30.0781367,4.3,229.0,"Restaurants, Greek, Mediterranean",Marina,6,4.17,0,45,29.40062249424526,-2.6891086023956112,"['Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Mimoza Bar']",1.4722188224698676,"[1.4722188224698676, 1.4722188224698676, 1.4722188224698676, 1.4722188224698676, 1.56858708250026]",5.3931331918802075
319,165,0,2017-05-26 17:41:19,Restaurant service,1,10,1,Greek Taverna,-1.9502357,30.0781367,4.3,229.0,"Restaurants, Greek, Mediterranean",Jess,61,4.45,1,45,29.87404988263006,-2.3244494453410747,"['Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Naman Restaurant']",0.2938521399661991,"[0.2938521399661991, 0.2938521399661991, 0.2938521399661991, 0.2938521399661991, 0.4829849091804538]",6.511624257155485
280,316,0,2017-01-03 01:54:21,Restaurant dining,1,10,1,Greek Taverna,-1.9502357,30.0781367,4.3,229.0,"Restaurants, Greek, Mediterranean",Jay,59,3.78,1,35,29.50529527400877,-2.2670595369912485,"['Piano Bar', 'Mimoza Bar', 'Range group', 'Range group', 'Range group']",0.5928882090087684,"[0.5928882090087684, 0.6134308767091864, 0.6261970905234098, 0.6261970905234098, 0.6261970905234098]",6.117400842161402
166,163,0,2016-05-19 15:06:39,Food delivery,1,10,1,Greek Taverna,-1.9502357,30.0781367,4.3,229.0,"Restaurants, Greek, Mediterranean",Michelle,1402,3.78,0,35,30.804725431511848,-1.9862813477652908,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'Nyandungu RestaurantBourbon Coffee', 'Papyrus Restaurant Gishushu']",1.1161354993791948,"[1.1161354993791948, 1.1161354993791948, 1.1161354993791948, 1.243193728748875, 1.3057258212330427]",5.996957515746241
5,364,0,2016-09-06 21:00:43,Greek restaurant,1,10,1,Greek Taverna,-1.9502357,30.0781367,4.3,229.0,"Restaurants, Greek, Mediterranean",natalie,93,4.37,2,35,30.372933412292483,-1.6323621693413433,"['MU Salon', 'Princes and Princesses of Heaven', 'Papyrus Restaurant Gishushu', 'Papyrus Restaurant Gishushu', 'Africa Improved Foods']",0.8632293987256167,"[0.8632293987256167, 0.9502163113305667, 0.953748681865568, 0.953748681865568, 0.9798304220837034]",6.348535368541246
41,299,166,2015-08-30 19:38:26,Fast food,3,3,-1,Hôtel Chez Lando,-1.9591479,30.107986,4.1,396.0,"Cheesesteaks, Restaurants",Raul,158,3.75,1,35,29.922423173760947,-1.5444487570092549,"['ECO WASH  STEAM', 'Thella Cafe', 'Thella Cafe', 'Thella Cafe', 'Thella Cafe']",0.7296978289709932,"[0.7296978289709932, 0.8409955634455165, 0.8409955634455165, 0.8409955634455165, 0.8409955634455165]",5.272190198644296
309,169,166,2015-12-20 22:41:10,Sandwich shop,3,2,-1,Hôtel Chez Lando,-1.9591479,30.107986,4.1,396.0,"Cheesesteaks, Restaurants",Eric,73,3.68,1,45,30.820410387718923,-1.6677993796821853,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'MU Salon', 'Papyrus Restaurant Gishushu']",1.4304578041703417,"[1.4304578041703417, 1.4304578041703417, 1.4304578041703417, 1.4953294517113385, 1.5333627819633358]",4.7082657222400295
